sport,event_id,event_name,bookmaker,team,price
soccer_england_league1,4103e1d21172c300fa8b3849df13ab6e,Cambridge United vs Wigan Athletic,betPARX,Wigan Athletic,3.25
soccer_england_league1,4103e1d21172c300fa8b3849df13ab6e,Cambridge United vs Wigan Athletic,betPARX,Draw,3.25
soccer_england_league1,4103e1d21172c300fa8b3849df13ab6e,Cambridge United vs Wigan Athletic,PointsBet (US),Cambridge United,2.25
soccer_england_league1,4103e1d21172c300fa8b3849df13ab6e,Cambridge United vs Wigan Athletic,PointsBet (US),Wigan Athletic,3.2
soccer_england_league1,4103e1d21172c300fa8b3849df13ab6e,Cambridge United vs Wigan Athletic,PointsBet (US),Draw,3.2
soccer_england_league1,36cc49ffc8e4ef7aa707b8177a0a4c61,Carlisle United vs Lincoln City,FanDuel,Carlisle United,5.3
soccer_england_league1,36cc49ffc8e4ef7aa707b8177a0a4c61,Carlisle United vs Lincoln City,FanDuel,Lincoln City,1.61
soccer_england_league1,36cc49ffc8e4ef7aa707b8177a0a4c61,Carlisle United vs Lincoln City,FanDuel,Draw,3.8
soccer_england_league1,36cc49ffc8e4ef7aa707b8177a0a4c61,Carlisle United vs Lincoln City,BetRivers,Carlisle United,5.0
soccer_england_league1,36cc49ffc8e4ef7aa707b8177a0a4c61,Carlisle United vs Lincoln City,BetRivers,Lincoln City,1.65
soccer_england_league1,36cc49ffc8e4ef7aa707b8177a0a4c61,Carlisle United vs Lincoln City,BetRivers,Draw,3.75
soccer_england_league1,36cc49ffc8e4ef7aa707b8177a0a4c61,Carlisle United vs Lincoln City,betPARX,Carlisle United,5.0
soccer_england_league1,36cc49ffc8e4ef7aa707b8177a0a4c61,Carlisle United vs Lincoln City,betPARX,Lincoln City,1.65
soccer_england_league1,36cc49ffc8e4ef7aa707b8177a0a4c61,Carlisle United vs Lincoln City,betPARX,Draw,3.75
soccer_england_league1,36cc49ffc8e4ef7aa707b8177a0a4c61,Carlisle United vs Lincoln City,PointsBet (US),Carlisle United,5.25
soccer_england_league1,36cc49ffc8e4ef7aa707b8177a0a4c61,Carlisle United vs Lincoln City,PointsBet (US),Lincoln City,1.65
soccer_england_league1,36cc49ffc8e4ef7aa707b8177a0a4c61,Carlisle United vs Lincoln City,PointsBet (US),Draw,3.7
soccer_england_league1,bc84263b72fcf0c0d270421195b5a218,Charlton Athletic vs Stevenage,FanDuel,Charlton Athletic,2.55
soccer_england_league1,bc84263b72fcf0c0d270421195b5a218,Charlton Athletic vs Stevenage,FanDuel,Stevenage,2.8
soccer_england_league1,bc84263b72fcf0c0d270421195b5a218,Charlton Athletic vs Stevenage,FanDuel,Draw,3.2
soccer_england_league1,bc84263b72fcf0c0d270421195b5a218,Charlton Athletic vs Stevenage,BetRivers,Charlton Athletic,2.5
soccer_england_league1,bc84263b72fcf0c0d270421195b5a218,Charlton Athletic vs Stevenage,BetRivers,Stevenage,2.8
soccer_england_league1,bc84263b72fcf0c0d270421195b5a218,Charlton Athletic vs Stevenage,BetRivers,Draw,3.25
soccer_england_league1,bc84263b72fcf0c0d270421195b5a218,Charlton Athletic vs Stevenage,betPARX,Charlton Athletic,2.5
soccer_england_league1,bc84263b72fcf0c0d270421195b5a218,Charlton Athletic vs Stevenage,betPARX,Stevenage,2.8
soccer_england_league1,bc84263b72fcf0c0d270421195b5a218,Charlton Athletic vs Stevenage,betPARX,Draw,3.25
soccer_england_league1,bc84263b72fcf0c0d270421195b5a218,Charlton Athletic vs Stevenage,PointsBet (US),Charlton Athletic,2.55
soccer_england_league1,bc84263b72fcf0c0d270421195b5a218,Charlton Athletic vs Stevenage,PointsBet (US),Stevenage,2.75
soccer_england_league1,bc84263b72fcf0c0d270421195b5a218,Charlton Athletic vs Stevenage,PointsBet (US),Draw,3.2
soccer_england_league1,3863a0185aafc26d55b2c31c32d5a83a,Cheltenham vs Exeter City,FanDuel,Cheltenham,2.2
soccer_england_league1,3863a0185aafc26d55b2c31c32d5a83a,Cheltenham vs Exeter City,FanDuel,Exeter City,3.3
soccer_england_league1,3863a0185aafc26d55b2c31c32d5a83a,Cheltenham vs Exeter City,FanDuel,Draw,3.3
soccer_england_league1,3863a0185aafc26d55b2c31c32d5a83a,Cheltenham vs Exeter City,betPARX,Cheltenham,2.2
soccer_england_league1,3863a0185aafc26d55b2c31c32d5a83a,Cheltenham vs Exeter City,betPARX,Exeter City,3.4
soccer_england_league1,3863a0185aafc26d55b2c31c32d5a83a,Cheltenham vs Exeter City,betPARX,Draw,3.2
soccer_england_league1,3863a0185aafc26d55b2c31c32d5a83a,Cheltenham vs Exeter City,BetRivers,Cheltenham,2.2
soccer_england_league1,3863a0185aafc26d55b2c31c32d5a83a,Cheltenham vs Exeter City,BetRivers,Exeter City,3.4
soccer_england_league1,3863a0185aafc26d55b2c31c32d5a83a,Cheltenham vs Exeter City,BetRivers,Draw,3.2
soccer_england_league1,3863a0185aafc26d55b2c31c32d5a83a,Cheltenham vs Exeter City,PointsBet (US),Cheltenham,2.2
soccer_england_league1,3863a0185aafc26d55b2c31c32d5a83a,Cheltenham vs Exeter City,PointsBet (US),Exeter City,3.3
soccer_england_league1,3863a0185aafc26d55b2c31c32d5a83a,Cheltenham vs Exeter City,PointsBet (US),Draw,3.2
soccer_england_league1,5970caf2591a557639b09a1e6b71f048,Oxford United vs Fleetwood Town,FanDuel,Fleetwood Town,5.1
soccer_england_league1,5970caf2591a557639b09a1e6b71f048,Oxford United vs Fleetwood Town,FanDuel,Oxford United,1.61
soccer_england_league1,5970caf2591a557639b09a1e6b71f048,Oxford United vs Fleetwood Town,FanDuel,Draw,3.9
soccer_england_league1,5970caf2591a557639b09a1e6b71f048,Oxford United vs Fleetwood Town,BetRivers,Fleetwood Town,5.0
soccer_england_league1,5970caf2591a557639b09a1e6b71f048,Oxford United vs Fleetwood Town,BetRivers,Oxford United,1.66
soccer_england_league1,5970caf2591a557639b09a1e6b71f048,Oxford United vs Fleetwood Town,BetRivers,Draw,3.75
soccer_england_league1,5970caf2591a557639b09a1e6b71f048,Oxford United vs Fleetwood Town,betPARX,Fleetwood Town,5.0
soccer_england_league1,5970caf2591a557639b09a1e6b71f048,Oxford United vs Fleetwood Town,betPARX,Oxford United,1.66
soccer_england_league1,5970caf2591a557639b09a1e6b71f048,Oxford United vs Fleetwood Town,betPARX,Draw,3.75
soccer_england_league1,5970caf2591a557639b09a1e6b71f048,Oxford United vs Fleetwood Town,PointsBet (US),Fleetwood Town,5.0
soccer_england_league1,5970caf2591a557639b09a1e6b71f048,Oxford United vs Fleetwood Town,PointsBet (US),Oxford United,1.65
soccer_england_league1,5970caf2591a557639b09a1e6b71f048,Oxford United vs Fleetwood Town,PointsBet (US),Draw,3.8
soccer_england_league1,b944ec6b9276ab6558281692ed11aaf6,Leyton Orient vs Peterborough United,FanDuel,Leyton Orient,2.9
soccer_england_league1,b944ec6b9276ab6558281692ed11aaf6,Leyton Orient vs Peterborough United,FanDuel,Peterborough United,2.35
soccer_england_league1,b944ec6b9276ab6558281692ed11aaf6,Leyton Orient vs Peterborough United,FanDuel,Draw,3.4
soccer_england_league1,b944ec6b9276ab6558281692ed11aaf6,Leyton Orient vs Peterborough United,betPARX,Leyton Orient,3.0
soccer_england_league1,b944ec6b9276ab6558281692ed11aaf6,Leyton Orient vs Peterborough United,betPARX,Peterborough United,2.3
soccer_england_league1,b944ec6b9276ab6558281692ed11aaf6,Leyton Orient vs Peterborough United,betPARX,Draw,3.4
soccer_england_league1,b944ec6b9276ab6558281692ed11aaf6,Leyton Orient vs Peterborough United,BetRivers,Leyton Orient,3.0
soccer_england_league1,b944ec6b9276ab6558281692ed11aaf6,Leyton Orient vs Peterborough United,BetRivers,Peterborough United,2.3
soccer_england_league1,b944ec6b9276ab6558281692ed11aaf6,Leyton Orient vs Peterborough United,BetRivers,Draw,3.4
soccer_england_league1,b944ec6b9276ab6558281692ed11aaf6,Leyton Orient vs Peterborough United,PointsBet (US),Leyton Orient,2.95
soccer_england_league1,b944ec6b9276ab6558281692ed11aaf6,Leyton Orient vs Peterborough United,PointsBet (US),Peterborough United,2.35
soccer_england_league1,b944ec6b9276ab6558281692ed11aaf6,Leyton Orient vs Peterborough United,PointsBet (US),Draw,3.3
soccer_england_league1,9de2c660df844ba9c4309674a72c66d1,Northampton Town vs Port Vale,FanDuel,Northampton Town,2.0
soccer_england_league1,9de2c660df844ba9c4309674a72c66d1,Northampton Town vs Port Vale,FanDuel,Port Vale,3.6
soccer_england_league1,9de2c660df844ba9c4309674a72c66d1,Northampton Town vs Port Vale,FanDuel,Draw,3.4
soccer_england_league1,9de2c660df844ba9c4309674a72c66d1,Northampton Town vs Port Vale,BetRivers,Northampton Town,2.0
soccer_england_league1,9de2c660df844ba9c4309674a72c66d1,Northampton Town vs Port Vale,BetRivers,Port Vale,3.6
soccer_england_league1,9de2c660df844ba9c4309674a72c66d1,Northampton Town vs Port Vale,BetRivers,Draw,3.5
soccer_england_league1,9de2c660df844ba9c4309674a72c66d1,Northampton Town vs Port Vale,betPARX,Northampton Town,2.0
soccer_england_league1,9de2c660df844ba9c4309674a72c66d1,Northampton Town vs Port Vale,betPARX,Port Vale,3.6
soccer_england_league1,9de2c660df844ba9c4309674a72c66d1,Northampton Town vs Port Vale,betPARX,Draw,3.5
soccer_england_league1,9de2c660df844ba9c4309674a72c66d1,Northampton Town vs Port Vale,PointsBet (US),Northampton Town,2.0
soccer_england_league1,9de2c660df844ba9c4309674a72c66d1,Northampton Town vs Port Vale,PointsBet (US),Port Vale,3.6
soccer_england_league1,9de2c660df844ba9c4309674a72c66d1,Northampton Town vs Port Vale,PointsBet (US),Draw,3.4
soccer_england_league1,018401540fc7803bd91e7e099ca4d218,Portsmouth vs Derby County,FanDuel,Derby County,3.4
soccer_england_league1,018401540fc7803bd91e7e099ca4d218,Portsmouth vs Derby County,FanDuel,Portsmouth,2.1
soccer_england_league1,018401540fc7803bd91e7e099ca4d218,Portsmouth vs Derby County,FanDuel,Draw,3.3
soccer_england_league1,018401540fc7803bd91e7e099ca4d218,Portsmouth vs Derby County,betPARX,Derby County,3.5
soccer_england_league1,018401540fc7803bd91e7e099ca4d218,Portsmouth vs Derby County,betPARX,Portsmouth,2.1
soccer_england_league1,018401540fc7803bd91e7e099ca4d218,Portsmouth vs Derby County,betPARX,Draw,3.25
soccer_england_league1,018401540fc7803bd91e7e099ca4d218,Portsmouth vs Derby County,BetRivers,Derby County,3.5
soccer_england_league1,018401540fc7803bd91e7e099ca4d218,Portsmouth vs Derby County,BetRivers,Portsmouth,2.1
soccer_england_league1,018401540fc7803bd91e7e099ca4d218,Portsmouth vs Derby County,BetRivers,Draw,3.25
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,FanDuel,Bari,4.4
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,FanDuel,Modena,1.87
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,FanDuel,Draw,3.2
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,betPARX,Bari,4.25
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,betPARX,Modena,1.89
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,betPARX,Draw,3.2
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,BetRivers,Bari,4.25
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,BetRivers,Modena,1.89
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,BetRivers,Draw,3.2
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,DraftKings,Bari,4.2
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,DraftKings,Modena,1.91
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,DraftKings,Draw,3.2
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,BetMGM,Bari,4.0
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,BetMGM,Modena,1.91
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,BetMGM,Draw,3.3
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,SI Sportsbook,Bari,4.33
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,SI Sportsbook,Modena,1.91
soccer_italy_serie_b,d0ffc94c4c9b093912f66be05f063027,Modena vs Bari,SI Sportsbook,Draw,3.2
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,FanDuel,Ascoli,3.5
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,FanDuel,Spezia,2.15
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,FanDuel,Draw,3.0
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,betPARX,Ascoli,3.65
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,betPARX,Spezia,2.1
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,betPARX,Draw,3.05
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,BetRivers,Ascoli,3.65
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,BetRivers,Spezia,2.1
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,BetRivers,Draw,3.05
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,DraftKings,Ascoli,3.6
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,DraftKings,Spezia,2.1
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,DraftKings,Draw,3.05
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,BetMGM,Ascoli,3.5
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,BetMGM,Spezia,2.1
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,BetMGM,Draw,3.1
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,SI Sportsbook,Ascoli,3.5
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,SI Sportsbook,Spezia,2.2
soccer_italy_serie_b,9a74502dbcf0d52c24c2036e8dd13bf5,Spezia vs Ascoli,SI Sportsbook,Draw,3.0
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,FanDuel,Brescia,3.5
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,FanDuel,Cosenza,2.15
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,FanDuel,Draw,3.0
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,betPARX,Brescia,3.35
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,betPARX,Cosenza,2.23
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,betPARX,Draw,3.05
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,BetRivers,Brescia,3.35
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,BetRivers,Cosenza,2.23
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,BetRivers,Draw,3.05
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,DraftKings,Brescia,3.55
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,DraftKings,Cosenza,2.1
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,DraftKings,Draw,3.1
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,BetMGM,Brescia,3.5
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,BetMGM,Cosenza,2.1
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,BetMGM,Draw,3.2
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,SI Sportsbook,Brescia,3.6
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,SI Sportsbook,Cosenza,2.15
soccer_italy_serie_b,1668a11447bc6fddde64fa0701949b0e,Cosenza vs Brescia,SI Sportsbook,Draw,3.2
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,FanDuel,Cittadella,2.55
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,FanDuel,Lecco,2.7
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,FanDuel,Draw,3.1
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,betPARX,Cittadella,2.5
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,betPARX,Lecco,2.8
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,betPARX,Draw,3.15
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,BetRivers,Cittadella,2.5
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,BetRivers,Lecco,2.8
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,BetRivers,Draw,3.15
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,DraftKings,Cittadella,2.55
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,DraftKings,Lecco,2.8
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,DraftKings,Draw,3.15
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,BetMGM,Cittadella,2.55
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,BetMGM,Lecco,2.7
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,BetMGM,Draw,3.2
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,SI Sportsbook,Cittadella,2.6
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,SI Sportsbook,Lecco,2.75
soccer_italy_serie_b,3cbd6e6742ab33151c127dacd5dacf7e,Lecco vs Cittadella,SI Sportsbook,Draw,3.2
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,FanDuel,Como,1.8
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,FanDuel,Südtirol,4.8
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,FanDuel,Draw,3.2
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,betPARX,Como,1.8
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,betPARX,Südtirol,4.6
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,betPARX,Draw,3.3
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,BetRivers,Como,1.8
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,BetRivers,Südtirol,4.6
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,BetRivers,Draw,3.3
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,DraftKings,Como,1.77
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,DraftKings,Südtirol,4.9
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,DraftKings,Draw,3.25
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,BetMGM,Como,1.77
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,BetMGM,Südtirol,4.8
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,BetMGM,Draw,3.3
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,SI Sportsbook,Como,1.8
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,SI Sportsbook,Südtirol,5.0
soccer_italy_serie_b,27ebad6a16b8fe799690c2a43471a86b,Como vs Südtirol,SI Sportsbook,Draw,3.25
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,FanDuel,Palermo,2.95
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,FanDuel,Pisa,2.35
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,FanDuel,Draw,3.2
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,betPARX,Palermo,2.88
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,betPARX,Pisa,2.4
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,betPARX,Draw,3.2
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,BetRivers,Palermo,2.88
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,BetRivers,Pisa,2.4
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,BetRivers,Draw,3.2
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,DraftKings,Palermo,2.9
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,DraftKings,Pisa,2.4
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,DraftKings,Draw,3.2
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,BetMGM,Palermo,2.85
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,BetMGM,Pisa,2.38
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,BetMGM,Draw,3.3
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,SI Sportsbook,Palermo,2.88
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,SI Sportsbook,Pisa,2.4
soccer_italy_serie_b,259aaf2f9d03e6563b12d5a27a295bb8,Pisa vs Palermo,SI Sportsbook,Draw,3.25
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,FanDuel,Parma,1.71
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,FanDuel,US Catanzaro 1929,4.8
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,FanDuel,Draw,3.7
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,betPARX,Parma,1.7
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,betPARX,US Catanzaro 1929,4.6
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,betPARX,Draw,3.75
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,BetRivers,Parma,1.7
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,BetRivers,US Catanzaro 1929,4.6
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,BetRivers,Draw,3.75
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,DraftKings,Parma,1.69
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,DraftKings,US Catanzaro 1929,4.6
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,DraftKings,Draw,3.7
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,BetMGM,Parma,1.71
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,BetMGM,US Catanzaro 1929,4.4
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,BetMGM,Draw,3.75
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,SI Sportsbook,Parma,1.73
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,SI Sportsbook,US Catanzaro 1929,4.5
soccer_italy_serie_b,5d36eb1f795dda2b874f240e61a15856,Parma vs US Catanzaro 1929,SI Sportsbook,Draw,3.75
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,FanDuel,Reggiana,5.9
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,FanDuel,Venezia,1.57
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,FanDuel,Draw,3.8
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,betPARX,Reggiana,5.75
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,betPARX,Venezia,1.56
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,betPARX,Draw,3.85
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,BetRivers,Reggiana,5.75
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,BetRivers,Venezia,1.56
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,BetRivers,Draw,3.85
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,DraftKings,Reggiana,5.75
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,DraftKings,Venezia,1.56
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,DraftKings,Draw,3.85
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,BetMGM,Reggiana,5.5
soccer_italy_serie_b,a65cfd964d3fecb6591dda5123d0f751,Venezia vs Reggiana,BetMGM,Venezia,1.57
